tournament_id,round_num,match_id,player1_id,player1_strategy,player2_id,player2_strategy,winner_id,player1_score,player2_score,draw
31,1,R1_M2,P03,Pattern,P04,Pattern,DRAW,2,2,True
31,2,R2_M1,P01,Random,P03,Pattern,P03,2,3,False
31,2,R2_M2,P02,Random,P04,Frequency,DRAW,2,2,True
31,3,R3_M1,P01,Pattern,P04,Pattern,P01,3,1,False
31,3,R3_M2,P02,Pattern,P03,Pattern,P03,2,3,False
32,1,R1_M1,P01,Frequency,P02,Frequency,P02,1,3,False
32,1,R1_M2,P03,Random,P04,Pattern,P04,2,3,False
32,2,R2_M1,P01,Pattern,P03,Frequency,P01,3,1,False
32,2,R2_M2,P02,Random,P04,Frequency,P04,1,3,False
32,3,R3_M1,P01,Frequency,P04,Random,P01,3,1,False
32,3,R3_M2,P02,Pattern,P03,Pattern,P03,2,3,False
33,1,R1_M1,P01,Frequency,P02,Frequency,P02,2,3,False
33,1,R1_M2,P03,Frequency,P04,Random,P04,2,3,False
33,2,R2_M1,P01,Random,P03,Frequency,P01,3,1,False
33,2,R2_M2,P02,Pattern,P04,Pattern,DRAW,2,2,True
33,3,R3_M1,P01,Random,P04,Random,DRAW,2,2,True
33,3,R3_M2,P02,Pattern,P03,Random,DRAW,2,2,True
34,1,R1_M1,P01,Pattern,P02,Frequency,DRAW,2,2,True
34,1,R1_M2,P03,Random,P04,Frequency,P03,3,2,False
34,2,R2_M1,P01,Random,P03,Random,P03,1,3,False
34,2,R2_M2,P02,Frequency,P04,Frequency,P04,2,3,False
34,3,R3_M1,P01,Random,P04,Frequency,P04,2,3,False
34,3,R3_M2,P02,Pattern,P03,Pattern,P03,1,3,False
35,1,R1_M1,P01,Frequency,P02,Pattern,P02,2,3,False
35,1,R1_M2,P03,Pattern,P04,Pattern,P04,2,3,False
35,2,R2_M1,P01,Random,P03,Pattern,P03,1,3,False
35,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
35,3,R3_M1,P01,Pattern,P04,Random,P04,1,3,False
35,3,R3_M2,P02,Random,P03,Frequency,P02,3,1,False
36,1,R1_M1,P01,Random,P02,Random,P01,3,2,False
36,1,R1_M2,P03,Pattern,P04,Pattern,P03,3,2,False
36,2,R2_M1,P01,Random,P03,Frequency,P01,3,1,False
36,2,R2_M2,P02,Frequency,P04,Pattern,DRAW,2,2,True
36,3,R3_M1,P01,Random,P04,Pattern,DRAW,2,2,True
36,3,R3_M2,P02,Frequency,P03,Random,DRAW,2,2,True
37,1,R1_M1,P01,Pattern,P02,Pattern,P02,1,3,False
37,1,R1_M2,P03,Frequency,P04,Pattern,P04,2,3,False
37,2,R2_M1,P01,Frequency,P03,Frequency,DRAW,2,2,True
37,2,R2_M2,P02,Random,P04,Random,P04,1,3,False
37,3,R3_M1,P01,Pattern,P04,Frequency,P04,2,3,False
37,3,R3_M2,P02,Frequency,P03,Random,P03,1,3,False
38,1,R1_M1,P01,Random,P02,Frequency,DRAW,2,2,True
38,1,R1_M2,P03,Random,P04,Pattern,DRAW,2,2,True
38,2,R2_M1,P01,Frequency,P03,Random,P01,3,1,False
38,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
38,3,R3_M1,P01,Pattern,P04,Pattern,P04,1,3,False
38,3,R3_M2,P02,Frequency,P03,Pattern,P02,3,2,False
39,1,R1_M1,P01,Random,P02,Random,DRAW,2,2,True
39,1,R1_M2,P03,Random,P04,Pattern,P04,1,3,False
39,2,R2_M1,P01,Random,P03,Pattern,P03,1,3,False
39,2,R2_M2,P02,Random,P04,Frequency,P04,1,3,False
39,3,R3_M1,P01,Pattern,P04,Pattern,DRAW,2,2,True
39,3,R3_M2,P02,Random,P03,Frequency,DRAW,2,2,True
40,1,R1_M1,P01,Random,P02,Random,DRAW,2,2,True
40,1,R1_M2,P03,Frequency,P04,Frequency,P04,1,3,False
40,2,R2_M1,P01,Random,P03,Frequency,P01,3,2,False
40,2,R2_M2,P02,Random,P04,Pattern,DRAW,2,2,True
40,3,R3_M1,P01,Random,P04,Pattern,P04,2,3,False
40,3,R3_M2,P02,Random,P03,Frequency,P03,1,3,False
41,1,R1_M1,P01,Pattern,P02,Frequency,P01,3,1,False
41,1,R1_M2,P03,Pattern,P04,Pattern,DRAW,2,2,True
41,2,R2_M1,P01,Random,P03,Random,DRAW,2,2,True
41,2,R2_M2,P02,Random,P04,Random,P04,1,3,False
41,3,R3_M1,P01,Frequency,P04,Random,P01,3,1,False
41,3,R3_M2,P02,Random,P03,Pattern,P02,3,1,False
42,1,R1_M1,P01,Frequency,P02,Frequency,P02,2,3,False
42,1,R1_M2,P03,Pattern,P04,Pattern,P04,2,3,False
42,2,R2_M1,P01,Random,P03,Frequency,P01,3,2,False
42,2,R2_M2,P02,Random,P04,Pattern,P04,2,3,False
42,3,R3_M1,P01,Random,P04,Frequency,DRAW,2,2,True
42,3,R3_M2,P02,Random,P03,Frequency,DRAW,2,2,True
43,1,R1_M1,P01,Random,P02,Random,P01,3,1,False
43,1,R1_M2,P03,Frequency,P04,Frequency,P03,3,1,False
43,2,R2_M1,P01,Frequency,P03,Random,DRAW,2,2,True
43,2,R2_M2,P02,Random,P04,Random,P02,3,1,False
43,3,R3_M1,P01,Pattern,P04,Random,P04,2,3,False
43,3,R3_M2,P02,Frequency,P03,Frequency,DRAW,2,2,True
44,1,R1_M1,P01,Frequency,P02,Random,P02,2,3,False
44,1,R1_M2,P03,Frequency,P04,Frequency,DRAW,2,2,True
44,2,R2_M1,P01,Pattern,P03,Pattern,P03,2,3,False
44,2,R2_M2,P02,Frequency,P04,Pattern,P04,1,3,False
44,3,R3_M1,P01,Pattern,P04,Frequency,DRAW,2,2,True
44,3,R3_M2,P02,Random,P03,Random,P02,3,2,False
45,1,R1_M1,P01,Frequency,P02,Random,P02,1,3,False
45,1,R1_M2,P03,Pattern,P04,Frequency,P04,2,3,False
45,2,R2_M1,P01,Random,P03,Random,DRAW,2,2,True
45,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
45,3,R3_M1,P01,Frequency,P04,Pattern,P04,1,3,False
45,3,R3_M2,P02,Frequency,P03,Frequency,P02,3,2,False
46,1,R1_M1,P01,Pattern,P02,Pattern,DRAW,2,2,True
46,1,R1_M2,P03,Random,P04,Frequency,P03,3,1,False
46,2,R2_M1,P01,Pattern,P03,Random,P01,3,2,False
46,2,R2_M2,P02,Frequency,P04,Random,P02,3,1,False
46,3,R3_M1,P01,Pattern,P04,Frequency,P04,2,3,False
46,3,R3_M2,P02,Random,P03,Pattern,P03,1,3,False
47,1,R1_M1,P01,Pattern,P02,Pattern,P01,3,2,False
47,1,R1_M2,P03,Pattern,P04,Pattern,DRAW,2,2,True
47,2,R2_M1,P01,Pattern,P03,Pattern,P03,1,3,False
47,2,R2_M2,P02,Random,P04,Frequency,P02,3,2,False
47,3,R3_M1,P01,Frequency,P04,Random,DRAW,2,2,True
47,3,R3_M2,P02,Pattern,P03,Frequency,DRAW,2,2,True
48,1,R1_M1,P01,Pattern,P02,Frequency,P01,3,2,False
48,1,R1_M2,P03,Pattern,P04,Random,P03,3,2,False
48,2,R2_M1,P01,Pattern,P03,Frequency,DRAW,2,2,True
48,2,R2_M2,P02,Pattern,P04,Frequency,P02,3,2,False
48,3,R3_M1,P01,Pattern,P04,Frequency,P01,3,2,False
48,3,R3_M2,P02,Frequency,P03,Frequency,P02,3,2,False
49,1,R1_M1,P01,Pattern,P02,Frequency,DRAW,2,2,True
49,1,R1_M2,P03,Pattern,P04,Random,P04,2,3,False
49,2,R2_M1,P01,Random,P03,Frequency,DRAW,2,2,True
49,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
49,3,R3_M1,P01,Pattern,P04,Pattern,P04,2,3,False
49,3,R3_M2,P02,Random,P03,Pattern,P02,3,2,False
50,1,R1_M1,P01,Pattern,P02,Frequency,P01,3,2,False
50,1,R1_M2,P03,Frequency,P04,Pattern,P03,3,2,False
50,2,R2_M1,P01,Random,P03,Frequency,DRAW,2,2,True
50,2,R2_M2,P02,Frequency,P04,Random,P04,1,3,False
50,3,R3_M1,P01,Frequency,P04,Pattern,P04,1,3,False
50,3,R3_M2,P02,Pattern,P03,Pattern,P02,3,2,False
51,1,R1_M1,P01,Frequency,P02,Frequency,DRAW,2,2,True
51,1,R1_M2,P03,Frequency,P04,Frequency,P04,1,3,False
51,2,R2_M1,P01,Pattern,P03,Random,P03,2,3,False
51,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
51,3,R3_M1,P01,Pattern,P04,Random,P04,1,3,False
51,3,R3_M2,P02,Pattern,P03,Random,P03,1,3,False
52,1,R1_M1,P01,Frequency,P02,Pattern,P01,3,1,False
52,1,R1_M2,P03,Pattern,P04,Pattern,DRAW,2,2,True
52,2,R2_M1,P01,Pattern,P03,Frequency,DRAW,2,2,True
52,2,R2_M2,P02,Random,P04,Random,P02,3,2,False
52,3,R3_M1,P01,Pattern,P04,Frequency,P04,1,3,False
52,3,R3_M2,P02,Random,P03,Random,P02,3,1,False
53,1,R1_M1,P01,Random,P02,Random,P01,3,2,False
53,1,R1_M2,P03,Random,P04,Random,P03,3,1,False
53,2,R2_M1,P01,Frequency,P03,Pattern,DRAW,2,2,True
53,2,R2_M2,P02,Random,P04,Frequency,P02,3,1,False
53,3,R3_M1,P01,Frequency,P04,Pattern,P01,3,2,False
53,3,R3_M2,P02,Pattern,P03,Random,P03,2,3,False
54,1,R1_M1,P01,Pattern,P02,Pattern,DRAW,2,2,True
54,1,R1_M2,P03,Frequency,P04,Frequency,DRAW,2,2,True
54,2,R2_M1,P01,Frequency,P03,Random,DRAW,2,2,True
54,2,R2_M2,P02,Random,P04,Pattern,DRAW,2,2,True
54,3,R3_M1,P01,Pattern,P04,Random,DRAW,2,2,True
54,3,R3_M2,P02,Random,P03,Frequency,P03,2,3,False
55,1,R1_M1,P01,Random,P02,Random,P01,3,2,False
55,1,R1_M2,P03,Pattern,P04,Pattern,P03,3,2,False
55,2,R2_M1,P01,Frequency,P03,Random,P03,2,3,False
55,2,R2_M2,P02,Pattern,P04,Random,P04,1,3,False
55,3,R3_M1,P01,Random,P04,Frequency,P04,1,3,False
55,3,R3_M2,P02,Random,P03,Frequency,P03,2,3,False
56,1,R1_M1,P01,Pattern,P02,Pattern,P02,1,3,False
56,1,R1_M2,P03,Pattern,P04,Pattern,P03,3,2,False
56,2,R2_M1,P01,Frequency,P03,Frequency,P03,1,3,False
56,2,R2_M2,P02,Pattern,P04,Pattern,DRAW,2,2,True
56,3,R3_M1,P01,Pattern,P04,Frequency,P01,3,2,False
56,3,R3_M2,P02,Pattern,P03,Frequency,P03,1,3,False
57,1,R1_M1,P01,Random,P02,Pattern,P02,1,3,False
57,1,R1_M2,P03,Frequency,P04,Frequency,P04,2,3,False
57,2,R2_M1,P01,Frequency,P03,Random,DRAW,2,2,True
57,2,R2_M2,P02,Pattern,P04,Frequency,P02,3,1,False
57,3,R3_M1,P01,Pattern,P04,Frequency,P04,1,3,False
57,3,R3_M2,P02,Pattern,P03,Random,P03,1,3,False
58,1,R1_M1,P01,Frequency,P02,Frequency,DRAW,2,2,True
58,1,R1_M2,P03,Random,P04,Pattern,DRAW,2,2,True
58,2,R2_M1,P01,Frequency,P03,Random,P01,3,1,False
58,2,R2_M2,P02,Frequency,P04,Frequency,P02,3,2,False
58,3,R3_M1,P01,Frequency,P04,Pattern,P04,1,3,False
58,3,R3_M2,P02,Random,P03,Random,P03,2,3,False
59,1,R1_M1,P01,Random,P02,Random,P02,2,3,False
59,1,R1_M2,P03,Frequency,P04,Pattern,P04,2,3,False
59,2,R2_M1,P01,Random,P03,Pattern,DRAW,2,2,True
59,2,R2_M2,P02,Random,P04,Random,DRAW,2,2,True
59,3,R3_M1,P01,Frequency,P04,Frequency,P01,3,2,False
59,3,R3_M2,P02,Frequency,P03,Pattern,P02,3,2,False
60,1,R1_M1,P01,Frequency,P02,Frequency,P01,3,2,False
60,1,R1_M2,P03,Random,P04,Random,P04,2,3,False
60,2,R2_M1,P01,Frequency,P03,Frequency,DRAW,2,2,True
60,2,R2_M2,P02,Pattern,P04,Pattern,DRAW,2,2,True
60,3,R3_M1,P01,Random,P04,Pattern,DRAW,2,2,True
60,3,R3_M2,P02,Frequency,P03,Frequency,P02,3,2,False
61,1,R1_M1,P01,Random,P02,Frequency,P01,3,1,False
61,1,R1_M2,P03,Frequency,P04,Frequency,P04,2,3,False
61,2,R2_M1,P01,Frequency,P03,Pattern,DRAW,2,2,True
61,2,R2_M2,P02,Pattern,P04,Pattern,DRAW,2,2,True
61,3,R3_M1,P01,Pattern,P04,Pattern,DRAW,2,2,True
61,3,R3_M2,P02,Random,P03,Frequency,P03,1,3,False
62,1,R1_M1,P01,Random,P02,Frequency,DRAW,2,2,True
62,1,R1_M2,P03,Frequency,P04,Frequency,DRAW,2,2,True
62,2,R2_M1,P01,Random,P03,Frequency,P01,3,2,False
62,2,R2_M2,P02,Frequency,P04,Pattern,DRAW,2,2,True
62,3,R3_M1,P01,Pattern,P04,Frequency,P04,2,3,False
62,3,R3_M2,P02,Pattern,P03,Random,P02,3,1,False
63,1,R1_M1,P01,Frequency,P02,Random,DRAW,2,2,True
63,1,R1_M2,P03,Pattern,P04,Pattern,DRAW,2,2,True
63,2,R2_M1,P01,Random,P03,Frequency,P03,2,3,False
63,2,R2_M2,P02,Pattern,P04,Pattern,P02,3,2,False
63,3,R3_M1,P01,Pattern,P04,Random,P04,1,3,False
63,3,R3_M2,P02,Random,P03,Pattern,P02,3,2,False
64,1,R1_M1,P01,Frequency,P02,Random,P02,1,3,False
64,1,R1_M2,P03,Frequency,P04,Random,P03,3,1,False
64,2,R2_M1,P01,Random,P03,Frequency,P01,3,1,False
64,2,R2_M2,P02,Frequency,P04,Frequency,P04,1,3,False
64,3,R3_M1,P01,Random,P04,Frequency,DRAW,2,2,True
64,3,R3_M2,P02,Frequency,P03,Frequency,DRAW,2,2,True
65,1,R1_M1,P01,Frequency,P02,Frequency,DRAW,2,2,True
65,1,R1_M2,P03,Frequency,P04,Frequency,DRAW,2,2,True
65,2,R2_M1,P01,Random,P03,Frequency,P01,3,2,False
65,2,R2_M2,P02,Random,P04,Pattern,DRAW,2,2,True
65,3,R3_M1,P01,Pattern,P04,Random,P01,3,2,False
65,3,R3_M2,P02,Frequency,P03,Random,P02,3,1,False
66,1,R1_M1,P01,Pattern,P02,Random,P01,3,1,False
66,1,R1_M2,P03,Pattern,P04,Random,DRAW,2,2,True
66,2,R2_M1,P01,Random,P03,Random,P03,1,3,False
66,2,R2_M2,P02,Random,P04,Random,P04,2,3,False
66,3,R3_M1,P01,Pattern,P04,Random,DRAW,2,2,True
66,3,R3_M2,P02,Random,P03,Random,DRAW,2,2,True
67,1,R1_M1,P01,Frequency,P02,Pattern,P01,3,2,False
67,1,R1_M2,P03,Random,P04,Pattern,DRAW,2,2,True
67,2,R2_M1,P01,Random,P03,Frequency,P03,2,3,False
67,2,R2_M2,P02,Pattern,P04,Frequency,P02,3,1,False
67,3,R3_M1,P01,Frequency,P04,Random,P04,2,3,False
67,3,R3_M2,P02,Pattern,P03,Pattern,P02,3,2,False
68,1,R1_M1,P01,Pattern,P02,Pattern,DRAW,2,2,True
68,1,R1_M2,P03,Random,P04,Random,DRAW,2,2,True
68,2,R2_M1,P01,Frequency,P03,Random,P03,2,3,False
